id,name,country,issue
Employee44,Tina Rose,Philippines,[issue234,issue248,issue250,issue249,issue233,issue245]
Employee45,Lillian Gonzalez,Saudi Arabia,[issue239,issue246,issue256,issue253,issue251]
Employee46,Tina Kelly,China,[issue255,issue243,issue258,issue259,issue262]
Employee47,Emily Jenkins,South Africa,[issue260,issue257,issue263,issue261,issue231,issue266]
Employee48,Bobby Smith,Ethiopia,[issue240,issue254,issue265,issue271,issue241]
Employee49,Tina Evans,Indonesia,[issue270,issue273,issue272,issue269,issue276]
Employee50,Fred Marshall,Ukraine,[issue281,issue267,issue282,issue283,issue284,issue286]
Employee51,Phyllis Coleman,Indonesia,[issue275,issue285,issue274,issue264,issue288]
Employee52,Jeffrey Coleman,Colombia,[issue290,issue268,issue289,issue291,issue278]
Employee53,Michael Ferguson,China,[issue295,issue277,issue297,issue287,issue292]
Employee54,Debra Cooper,China,[issue252,issue298,issue279,issue305,issue301,issue296]
Employee55,Gerald Robertson,France,[issue300,issue308,issue306,issue307,issue302]
Employee56,Jeremy Price,Ukraine,[issue303,issue309,issue311,issue314,issue312,issue317]
Employee57,Kathy Flores,China,[issue280,issue315,issue304,issue321,issue318]
Employee58,Robert Henderson,Russia,[issue310,issue294,issue293,issue320,issue319]
Employee59,Pamela Alvarez,Cameroon,[issue327,issue324,issue325,issue322,issue316]
Employee60,Jeremy Coleman,France,[issue326,issue329,issue334,issue330,issue333]
Employee61,Douglas Oliver,Canada,[issue332,issue335,issue341,issue338,issue323,issue340]
Employee62,Victor Hughes,China,[issue336,issue299,issue346,issue343,issue342,issue345]
Employee63,Joe Gonzales,Portugal,[issue348,issue339,issue351,issue350,issue347,issue344]
Employee64,Kimberly Bennett,Brazil,[issue331,issue356,issue328,issue359,issue355]
Employee65,Albert Morris,Peru,[issue362,issue354,issue349,issue360,issue358,issue353]
Employee66,Raymond Harper,Vietnam,[issue313,issue366,issue369,issue357,issue364]
Employee67,Diana Fuller,Portugal,[issue363,issue371,issue352,issue365,issue372,issue368]
Employee68,Eric Murray,Philippines,[issue361,issue337,issue373,issue374,issue381]
Employee69,Louis Morales,Eritrea,[issue383,issue376,issue370,issue384,issue375]
Employee70,Thomas Sanchez,Argentina,[issue387,issue382,issue367,issue386,issue392]
Employee71,Kathy Graham,Philippines,[issue377,issue385,issue394,issue396,issue391]
Employee72,Barbara Kennedy,China,[issue393,issue379,issue397,issue395,issue400,issue398]
Employee73,Andrew Adams,United States,[issue380,issue389,issue399,issue390,issue403,issue407]
Employee74,Barbara Nichols,Spain,[issue406,issue378,issue408,issue401,issue405,issue413]
Employee75,Joshua Burns,China,[issue388,issue416,issue411,issue419,issue412]
Employee76,Kathryn Nelson,Swaziland,[issue409,issue410,issue418,issue417,issue420,issue404]
Employee77,Ruby Carpenter,Serbia,[issue402,issue423,issue428,issue415,issue424]
Employee78,Joyce Morales,Colombia,[issue429,issue414,issue432,issue434,issue426]
Employee79,Eric Sullivan,Sweden,[issue437,issue431,issue439,issue421,issue433,issue422]
Employee80,Wayne Wallace,Canada,[issue436,issue444,issue441,issue425,issue438]
Employee81,Thomas Crawford,Myanmar,[issue449,issue445,issue442,issue430,issue447,issue446]
Employee82,Judith Chapman,China,[issue427,issue440,issue455,issue435,issue452]
Employee83,Dorothy Bailey,Japan,[issue459,issue458,issue443,issue454,issue457]
Employee84,Lisa Morrison,Indonesia,[issue451,issue464,issue463,issue448,issue466,issue470]
Employee85,Laura Cole,China,[issue461,issue460,issue472,issue473,issue475,issue462]
Employee86,Deborah Knight,Czech Republic,[issue456,issue467,issue468,issue469,issue480]
Employee87,Nicholas Price,Czech Republic,[issue453,issue477,issue450,issue483,issue465]
Employee88,Henry Phillips,China,[issue481,issue482,issue486,issue484,issue490]
Employee89,Shirley Murray,France,[issue476,issue492,issue478,issue493,issue495]
Employee90,Donna Larson,Eritrea,[issue496,issue489,issue491,issue494,issue474]
Employee91,Matthew Day,Poland,[issue485,issue488,issue503,issue471,issue479,issue506]
Employee92,Henry Collins,Switzerland,[issue487,issue499,issue498,issue500,issue501]
Employee93,Amy Williamson,Poland,[issue511,issue504,issue507,issue514,issue515,issue518]
Employee94,Todd Peterson,Brazil,[issue497,issue510,issue520,issue519,issue516]
Employee95,Harold Lee,Ukraine,[issue517,issue522,issue512,issue513,issue524,issue508]
Employee96,Ryan Wood,France,[issue505,issue509,issue530,issue531,issue526]
Employee97,Emily Rogers,Guatemala,[issue527,issue528,issue533,issue536,issue529,issue525]
Employee98,Bobby Sims,Portugal,[issue502,issue538,issue521,issue535,issue534]
Employee99,Gerald Welch,Indonesia,[issue542,issue541,issue544,issue540,issue550,issue532]
Employee100,Susan Kelly,Czech Republic,[issue539,issue523,issue549,issue548,issue537,issue556]
Employee101,Patricia Lawson,Russia,[issue554,issue557,issue545,issue560,issue547,issue555]
Employee102,Jessica Hughes,Colombia,[issue552,issue562,issue553,issue561,issue563,issue564]
Employee103,Ashley Foster,Reunion,[issue543,issue566,issue565,issue571,issue573]
Employee104,Betty Edwards,Uzbekistan,[issue546,issue570,issue569,issue574,issue559]
Employee105,Carol Kennedy,China,[issue551,issue576,issue580,issue581,issue583]
Employee106,Ann Chavez,China,[issue585,issue567,issue568,issue572,issue589,issue578]
Employee107,Nancy Reid,Brazil,[issue577,issue575,issue582,issue579,issue590]
Employee108,Joyce Sims,Canada,[issue591,issue588,issue598,issue593,issue592,issue558]
Employee109,Stephen Fox,Mongolia,[issue596,issue602,issue587,issue605,issue601,issue603]
Employee110,Albert Ramos,Colombia,[issue586,issue594,issue600,issue611,issue599,issue609]
Employee111,Gary Day,Sweden,[issue613,issue595,issue597,issue612,issue614,issue619]
Employee112,Judith Jenkins,Indonesia,[issue584,issue617,issue616,issue620,issue610]
Employee113,Sara Ryan,Sudan,[issue623,issue615,issue621,issue626,issue622,issue607]
Employee114,Kenneth Cruz,Indonesia,[issue604,issue624,issue606,issue632,issue628]
Employee115,Jack Hunt,France,[issue635,issue625,issue636,issue631,issue640,issue629]
Employee116,Anthony White,China,[issue639,issue634,issue638,issue643,issue618,issue645]
Employee117,Ryan Rivera,Brazil,[issue633,issue644,issue646,issue642,issue647]
Employee118,Justin Perkins,Netherlands,[issue648,issue652,issue630,issue654,issue651]
Employee119,David James,Poland,[issue653,issue650,issue608,issue641,issue662,issue663]
Employee120,Juan Martinez,China,[issue627,issue657,issue655,issue661,issue665]
Employee121,Thomas Morgan,Japan,[issue659,issue637,issue666,issue671,issue672,issue649]
Employee122,Jean James,Bulgaria,[issue658,issue675,issue669,issue660,issue676]
Employee123,Cheryl Frazier,Indonesia,[issue677,issue680,issue681,issue664,issue670]
Employee124,Scott Stewart,Slovenia,[issue656,issue678,issue684,issue687,issue685,issue683]
Employee125,Alice Powell,China,[issue689,issue673,issue693,issue686,issue682,issue696]
Employee126,Antonio Rodriguez,Nicaragua,[issue688,issue694,issue667,issue700,issue695,issue692]
Employee127,Patrick Woods,Nigeria,[issue699,issue668,issue691,issue679,issue690,issue697]
